Gene_ID	Ctrl_F1	Ctrl_F2	AIS_M1	Ctrl_M1	AIS_M2	Ctrl_M2	Ctrl_M3	AIS_M3	AIS_M4	AIS_M5	AIS_M6	Ctrl_M4	AIS_M7	Ctrl_F3	AIS_M8	AIS_M9	Ctrl_F4	AIS_M10	Ctrl_M5	AIS_F1	Ctrl_F5	Ctrl_F6	AIS_F2	AIS_F3	AIS_F4	AIS_F5	AIS_F6	Ctrl_F7
ENSG00000232072	993	946	4577	8136	1972	2657	3622	3971	1984	3927	2360	4083.5	3874	13884	5164	3015	5009	3019	1480	7055	5641.5	1579	3903	2589	5838	6570.5	4271	1234
ENSG00000232077	1	0	1	38	1	0	0	2	194	96	0	1	0	70	4	1	112	117	0	2	3	1	5	142	4	485	10	0
ENSG00000232079	12839	9221	12685	15579	14027	13607	17966	25256	11901	16315	11599	16176	16663	7878	11656	18942	13248	22701	4149	25099	16101	31658	24899	8227	28282	13755	11653	7922
ENSG00000232080	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232084	1	158	207	128	7	7	223	281	0	292	1	1	15	94	8	559	0	213	63	619	2	7	694	278	317	268	39	0
ENSG00000232098	6	4	14	281	19	278	441	209	9	383	185	21	14	221	767	842	15	22	56	637	320	8	33	177	25	275	452	4
ENSG00000232100	7	0	4	10	5	135	394	8	161	4	2	586	1	6	0	0	1	2	0	2	1	3	0	1	348	1	1	0
ENSG00000232104	405	968	15	168	322	625	651	573	906	812	281	685	1146	639	816	1409	725	364	279	860	1020	640	1150	437	275	447	317	12
ENSG00000232117	775	571	433	533	2261	657	1204	1213	476	1528	757	705	528	1764	781	245	1090	313	348	1488	1131	3011	394	1017	498	480	503	1043
ENSG00000232118	6	3	0	4	3	0	1	2	1	1	0	2	2	0	3	0	4	1	67	1	5	2	2	2	8	88	2	0
ENSG00000232130	0	0	0	0	0	0	1	0	1	1	0	0	0	66	2	5	1	0	0	2	0	0	0	0	0	1	0	0
ENSG00000232139	2	337	4	447	12	2	16	13	10	624	105	909	398	222	10	10	10	553	59	197	373	434	3	34	307	13	3	77
ENSG00000232140	667	181	51	589	494	163	520	124	541	17	26	322	12	406	248	143	672	227	299	854	576	30	1267	93	1199	376	27	419
ENSG00000232153	18	337	285	271	173	184	609	344	52	565	7	29	39	39	5	152	558	588	52	11	276	3	56	166	20	18	24	69
ENSG00000232164	142	313	12	412	759	249	263	14	608	221	275	313	17	1557	58	1788	417	263	32	324	14	28	23	11	377	13	91	248
ENSG00000232170	2	3	204	5	2	4	224	4	8	10	160	6	8	35	9	508	8	4	54	325	9	17	554	180	14	90	4	2
ENSG00000232188	1	87	138	21	2	0	1	12	0	2	3	3	3	4	4	9	4	6	1	0	3	4	5	5	1	9	1	1
ENSG00000232190	8	17	11	184	28	467	454	464	87	245	238	763	306	195	15	18	406	570	301	1369	307	773	23	203	714	338	368	261
ENSG00000232193	109	264	40	473	808	431	405	199	201	937.5	838	549	41	1370	1026	58	928	192	123	366	50	27	18	552	996	3476	344	329
ENSG00000232200	775	615	889	2133.5	7	1508	2554	728	1502	2924	317	1885	476	568	1673	2894	1921	793	528	2768	3987	564	2690	3507	281	449	1970	773
ENSG00000232211	1740	2196	5607	5729	5252	1354	2155.5	4826.5	270	532	233	630	3859	5054.5	306	1645	1443	446	86	317	4254	3889.5	1488	896	748	3490	608	1824.5
ENSG00000232212	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0
ENSG00000232225	459	41	95	1210	19	778	16	125	185	1116	72	18	19	728	33	16	885.5	225	8	401	105	1756	620	7	476	807	94	173
ENSG00000232227	1	0	0	69	1	137	232	1	1	2	0	0	1	178	5	1	4	126	59	2	1	15	2	5	0	6	0	1
ENSG00000232229	18	180	881	199	776	428	809	784	13	149	207	453	31	398	886	530	1039	23	97	1613	1269	819	37	406	205	351	46	98
ENSG00000232233	2	372	4	246	6	3	219	3	0	15	259	246	6	117	607	36	74	230	51	170	14	793	401	253	12	2470.519231	207	5
ENSG00000232234	7	15	9	497	13	9	77	210	7	271	14	352	21	580	149	486	650	3	41	17	21	5	14	175	10	349	10	287
ENSG00000232243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232245	0	0	0	0	8	0	1	5	1	0	0	0	19	316	4	8	1	0	0	0	0	5	2	211	0	34	1	0
ENSG00000232252	588	316	634	2106.5	1390	825	2381	769	958	676	438	1976	190	2513	1928	864	2724	1651	331	710	57	50	1468	1881	1906	4483	410	328
ENSG00000232259	1	0	0	73	1	1	1	0	0	1	0	0	7	225	4	3	0	0	0	2	0	0	0	0	0	0	0	1
ENSG00000232265	0	11	1	4	1	428	0	1	169	183	0	1	120	53	3	3	5	6	1	0	0	4	0	171	3	46	0	3
ENSG00000232271	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000232286	0	0	1	0	0	0	2	0	0	0	0	0	0	66	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000232294	344	117	317	1128	11	290	1659	1611	286	265	684	540	425	1027	698	1930	537	267	170	478	400	14	529	1108	1006	62	274	93
ENSG00000232299	0	1	0	0	3	1	3	5	2	0	0	1	1	3	0	2	0	0	0	1	0	0	6	0	0	1	1	0
ENSG00000232300	330	1007	244	555	485	708	1009	968	121	1785	294	600	539	1555	1138	1847	740	1305	241	1493	1552	2045	1498	958	271	468	439	415
ENSG00000232306	35	222	585	498	984	605	518	23	535	253	270	1217	735	352	35	449	424	248	314	2225	30	38	505	215	28	373	417	516
ENSG00000232309	0	1	109	393	4	5	1	1	0	2	165	1	1	2	0	4	8	76	0	0	6	1	2	0	0	288	0	0
ENSG00000232310	26	3	2	2	5	131	207	190	127	7	887	192	2	15	497	28	6	504	0	180	8	1	3	9	461	73	131	1
ENSG00000232311	292	0	145	0	7	1	1	0	0	1	0	0	1	4	4	1	0	0	21	1	0	0	0	1	1	2	0	1
ENSG00000232316	0	1	0	0	0	2	0	0	1	0	0	0	0	1	586	18	1	1	1	1	0	0	0	3	2	93	1	0
ENSG00000232324	5	271	1	155	8	168	731	4	2	11	3	7	4	212	10	7	0	470	0	8	1128	10	14	2	2	129	2	2
ENSG00000232325	0	2	5	0	5	4	3	192	2	425	7	13	5	100	246	20	172	4	16	10	232	9	558	11	69	86	4	140
ENSG00000232328	803	803	444	1743	3906	511	1098	2164.5	1180	511	501	1433	401	1240.5	283	854	1743	83	241	1492	2543	3923	1030	896	1112	2182	1139	872
ENSG00000232347	5	197	363	493	18	8	12	493	552	7	143	35	15	351	781	23	834	712	55	825	1027	492	1334	714	213	334	178	5
ENSG00000232348	10	191	239	313	18	5	236	12	16	279	125	641	169	166	561	1024	224	118	5	116	540	805	949	16	1092	424	18	6
ENSG00000232353	0	0	3	54	1	0	1	2	5	0	137	0	1	33	11	1	26	45	2	3	0	1	1	3	247	24	2	0
ENSG00000232359	0	1	0	0	5	1	0	2	1	0	1	1	0	146	34	12	4	0	0	1	1	3	3	0	1	0	0	0
ENSG00000232386	691	351	566	540	1182	991	618	1457	254	545	236	185	683	5278	301	874	645	1543	23	718	1501	894	318	1085	454	424	175	233
ENSG00000232395	6	8	2	103	592	3	11	5	1	3	130	5	2	261	514	794	2	4	30	5	1760	10	2	0	2	357	185	4
ENSG00000232411	3	0	0	2	2	5	4	3	5	0	0	0	0	76	3	5	18	145	0	1	391	4	4	8	5	1076	2	1
ENSG00000232412	2	0	1	0	1	0	3	105	0	1	0	8	0	13	0	1	1	2	27	1	0	0	1	0	1	0	84	2
ENSG00000232413	4877	4981	7465	8499	11997.5	5007.5	11923	7848	4554	5763.5	2485	7352	7347.5	8823	7675.5	8243	6234	8532	2059	7933	18289	8458	8339.5	4768	8069	6478	5732	4026
ENSG00000232416	2784	836	752	1708	2740	1541	1722	2243	1042	1465	356	2442	829	1982	2070	2482	2977	1761	770	2500	4731	3799	2442	1174	4181	1889	1023	922
ENSG00000232419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	110	0	0
ENSG00000232436	0	1	19	48	3	0	0	2	0	51	0	2	1	1	1	2	1	1	0	1	3	1	2	1	0	80	3	0
ENSG00000232444	221	18	224	224	10	13	272	330	145	13	142	16	216	174	470	30	159	1654	84	11	514	1009	14	11	12	276	5	7
ENSG00000232448	0	1	0	35	928	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	182	0
ENSG00000232451	9	266	187	492	17	191	226	422	114	464	60	12	5	64	561	33	209	268	4	8	10	7	564	234	326	729	304	7
ENSG00000232453	0	0	2	3	0	1	0	0	76	1	2	1	3	166	2	0	248	0	1	5	0	2	1	1	1	68	0	80
ENSG00000232458	3	13	138	140	17	7	11	34	267	11	169	11	6	67	607	11	6	0	7	11	26	809	18	16	22	10	3	11
ENSG00000232461	1853	2332	634	4097	1134	1078	889	1110	894	2135	690	2136	814	3781	1496	1170	1611	1457	1072	2086	2899	2469	1764	693	1591	2846	654	204
ENSG00000232465	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232470	1	1	0	134	3	4	9	1	1	3	2	0	0	2	2	1	4	1	1	328	1	1	2	0	474	8	2	120
ENSG00000232494	0	0	2	1	0	0	0	0	1	0	0	3	0	0	3	397	0	0	1	2	0	0	0	1	4	61	0	0
ENSG00000232500	10	163	5	490	915	116	35	391	13	25	10	276	12	1703	50	836	299	250	108	15	753	18	21	2	7	303	11	1399
ENSG00000232504	1	2	1	0	0	1	257	2	0	1	1	0	0	39	1	1	140	2	0	5	12	2	3	0	0	18	0	0
ENSG00000232505	20	480	10	480	672	353	1183	34	245	238	150	927	218	755	230	50	610	1171	271	24	1648	1844	16	17	275	678	80	12
ENSG00000232512	2	2	0	113	0	4	9	2	7	14	2	106	3	7	25	366	580	155	11	6	1	7	3	3	148	1147	19	2
ENSG00000232527	487	214	530	764	617	626	250	888	168	1038	29	29	783	259	619	152	758	332	32	486	662	980	863	18	11	162	428	210
ENSG00000232529	0	1	1	8	0	0	3	2	0	183	0	1	0	0	0	1	2	0	0	0	3	0	0	0	1	0	0	0
ENSG00000232537	0	1	1	0	1	1	0	4	208	1	0	0	0	0	0	1	2	1	1	3	4	1	0	3	0	21	1	3
ENSG00000232539	2	3	1	96	407	1	206	5	194	0	0	0	2	26	1	1	2	0	22	0	0	1	551	3	6	6	1	0
ENSG00000232548	2	0	0	1	0	0	49	0	0	1	1	0	0	152	3	2	0	0	1	0	0	3	0	0	1	27	0	1
ENSG00000232555	130	132	3	240	13	11	226	13	532	10	16	295	8	290	356	19	18	181	227	12	36	7	42	46	305	342	9	132
ENSG00000232560	0	0	0	1	4	0	0	0	0	1	0	1	0	172	2	0	58	3	1	0	0	1	2	2	0	53	0	1
ENSG00000232590	3	11	2	1	308	7	3	1	1	15	130	6	3	50	4	11	5	463	67	1	8	69	2	8	300	15	2	1
ENSG00000232591	10	183	606	357	1047	791	709	660	450	552	88	1309	6	134	498	1478	572	535	250	501	449	42	14	598	88	466	617	403
ENSG00000232593	1562.5	1024	1836	2456	1479	1075	892	1944	999	2142	443	3096	998	3791	1176	3405	2023	3289	661	4032	4076	2474	1555	1581	2493	10663.11103	1820	891
ENSG00000232596	9	25	514	296	16	275	669	682	11	281	333	301	502	582	434	18	306	1250	10	12	26	4	20	155	1043	544.5	186	4
ENSG00000232597	329	665	488	774	478	215	1645	412	184	306	269	1649	345	1607	193	445	763	709	197	1465	4187	917	678	366	586	961	518	744
ENSG00000232598	9	9	11	225	20	351	14	11	130	18	7	25	183	47	299	14	10	142	6	221	583	32	25	6	17	83	152	205
ENSG00000232604	392	226	266	683	689	7	92	502	171	259	169	323	824	176	19	10	3	1048	546	147	593	11	7	278	483	22	164	766
ENSG00000232606	24	21	13	271	326	8	789	40	414	540	66	563	31	659.5	670	90	561	296	180	784	1068	462	21	583	1796.5	1574.5	1075	3
ENSG00000232611	3	105	3	51	3	234	280	249	10	280	6	4	2	152	10	6	286	50	5	3	656	1	10	108	7	111	4	0
ENSG00000232618	0	2	3	2	422	0	1	4	0	322	2	4	4	49	4	5	24	7	0	346	13	1	2	161	11	3	76	0
ENSG00000232624	17	364	402	352	1088	141	476	170	382	657	307	647	37	584	2172	127	1375	1006	598	744	1032	1418	505	546	4224	2181	983	189
ENSG00000232636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	107	1	0
ENSG00000232638	0	3	1	0	3	1	0	2	0	1	1	162	0	0	1	0	3	1	0	7	1	1	2	141	2	2	1	0
ENSG00000232643	0	3	0	2	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	1	1	0	1	0	2	0	0	1
ENSG00000232645	50	35	59	103	473	58	1071	295	34	486	195	342	45	97	25	66	166	34	12	226	62	49	539	163	833	233	192	170
ENSG00000232650	0	1	0	74	6	1	3	3	6	1	1	2	1	97	7	2	25	6	90	2	3	0	1	4	46	21	5	3
ENSG00000232655	3	2	125	61	6	0	5	3	2	6	4	257	3	2	4	4	14	213	1	3	17	5	11	18	4	101	65	2
ENSG00000232677	2891	2558	2889	4224	1728	3446	4701	2702	2651	2343	3334	3045	1437	18466	4098	2938	7966	1827	1154	3990	4560	1620	1900	3063	1861	2237	2146	2294
ENSG00000232679	0	0	0	0	3	0	4	0	0	0	1	1	76	1	0	0	0	2	2	1	0	0	0	0	0	1	0	0
ENSG00000232680	3	12	4	868	15	337	24	456	93	15	147	15	11	546	270	13	33	8	4	289	409	20	10	6	101	171	5	9
ENSG00000232688	0	0	0	97	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	94
ENSG00000232698	1	1	1	110	0	0	155	311	2	0	1	1	0	1	0	1	3	1	0	0	0	1	0	3	1	14	191	0
ENSG00000232710	7	6	4	24	36	4	10	138	6	14	2	7	5	23	9	52	12	17	4	23	411	20	15	26	10	274	12	10
ENSG00000232719	2	2	1	2	5	0	1	0	1	0	1	0	7	0	0	0	1	1	0	2	460	2	0	1	1	0	2	2
ENSG00000232721	0	1	1	104	2	2	184	0	1	4	1	0	1	2	1	2	4	1	0	0	0	3	0	0	4	7	1	2
ENSG00000232732	1127	1142	1085	3880	748	1696	2088	1051	2003.866653	2261	791	502	286	2602.998947	2997.381749	1513	3488.174689	3918.166787	928.7065232	2436	3346	921	1541.105914	1565	7432.696124	6083.046353	4249.717562	786
ENSG00000232740	0	148	0	50	4	0	1	3	117	1	1	3	3	0	2	0	114	1	1	3	3	5	2	0	5	254	0	208
ENSG00000232746	0	168	0	140	0	0	1	0	0	0	0	0	1	80	1	0	0	0	28	1	0	0	332	0	0	79	1	0
ENSG00000232748	130	260	128	8	756	10	9	542	8	638	242	15	10	519	24	11	300	252	77	271	134	13	9	7	329	35	145	3
ENSG00000232749	2	1	5	101	2	3	11	324	174	2	1	323	1	192	8	367	2	1	0	1	2	14	338	1	5	0	1	0
ENSG00000232774	217	4	1	124	8	2	0	5	3	10	2	8	2	2	8	17	36	10	1	3	3	5	5	203	6	145	1	4
ENSG00000232790	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	1	1	1	0
ENSG00000232806	0	103	0	0	2	0	0	2	0	2	4	1	2	82	6	18	2	1	26	1	2	78	2	0	2	63	0	0
ENSG00000232812	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	118	0	0
ENSG00000232817	1	133	172	18	338	0	1	2	8	3	1	0	0	23	14	2	10	5	4	1	6	3	1	3	18	2	1	2
ENSG00000232827	168	38	202	122	163	671	187	80	68	51	258	173	66	381	32	54	291	55	14	242	1093	1398	699	19	683	112	276	71
ENSG00000232835	772	298	16	650	462	1124	437	31	231	357	264	30	929	437	668	903	819	1461	248	927	36	42	25	269	817	119	368	367
ENSG00000232837	8	393	5	161	489	516	8	231	98	342	74	920	353	1012	23	505	659	11	55	252	985	11	10	10	473	3989	269	179
ENSG00000232849	0	1	1	3	0	0	3	3	1	0	101	0	3	1	1	0	309	2	1	160	0	0	1	0	1	177	2	0
ENSG00000232850	9	224	126	1613	389	124	418	361	222	406	11	281	136	226	141	373	5784.5	329	94	241	409	890	39	376	37	37	240	167
ENSG00000232855	8	80	5	283	61	12	7	133	317	241	455	694	8	606	92	16	12	504	47	296	32	16	1214	139	353	114	3	136
ENSG00000232860	2	128	182	187	8	6	8	254	368	97	1	19	4	24	141	16	27	26	35	155	664	12	8	242	135	111	14	4
ENSG00000232884	0	128	5	107	2	2	2	4	2	2	3	281	3	45	11	520	219	4	1	5	3	3	5	0	1	108	101	0
ENSG00000232886	0	0	0	0	2	93	0	0	1	0	0	0	3	71	0	0	1	0	0	0	3	0	1	0	12	238	0	0
ENSG00000232895	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232896	0	0	0	0	1	0	0	0	4	0	0	2	7	0	0	0	2	0	0	0	0	0	0	2	1	2	0	1
ENSG00000232900	1	2	4	131	1	2	0	2	1	1	1	4	236	0	10	371	110	0	9	146	7	0	1	1	0	67	1	1
ENSG00000232903	506	643	554	1352.5	840	666	839	1447	468	930	822	1310	662	3132	697	1324	2660	819	494	3436.5	1154	81	82	1167	1235	1790	261	28
ENSG00000232920	1	1	2	2	0	151	0	2	0	2	1	0	1	0	1	4	5	1	0	0	2	1	2	180	0	2	1	72
ENSG00000232930	2	132	0	4	279	122	257	1	153	5	2	364	20	370	50	382	1	0	1	0	2	3	4	2	9	1	0	2
ENSG00000232931	359	124	4	186	6	8	4	139	98	388	15	3	8	199	3	10	356	511	23	7	11	12	2	1	7	164	4	3
ENSG00000232947	0	3	2	741	11	0	4	4	1	6	1	342	3	75	4	2	107	5	4	4	849	6	8	13	258	115.5	2	0
ENSG00000232954	0	3	1	99	0	0	1	0	0	1	966	2	1	1	1	0	1	1	2	0	449	0	4	0	3	73	0	0
ENSG00000232956	21	24	335	625	38	22	22	287	24	38	12	584	141	772	51	42	433	24	55	37	38	26	37	26	1050	540	203	8
ENSG00000232964	3	2	0	158	0	3	2761	1	1	1	0	3	3	1	2	2	3	718	1	68	7	0	2	2	3	0	6	2
ENSG00000232977	490	220	1188	3777	1098	536	931	1167	170	1108	692	475	125	249	865	1201	1032	1068	200	1565	1584	1160	960	479	1041	1075	855	92
ENSG00000232985	0	0	0	0	0	0	0	0	0	0	0	0	0	28	2	2	1	169	0	0	0	0	1	0	0	141	1	0
ENSG00000232986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232987	1	3	3	90	0	0	1	139	1	5	2	2	3	40	2	281	1	1	2	287	3	1	5	184	2	152	0	0
ENSG00000232991	467	1295	518	1863	2524	371	1089	1326	558	1011	529	558	1309	4169	1859	1276	1762	1836	250	1933	1086	2000	466	501	1492	2431	1099	407
ENSG00000233005	1	1	0	1	3	1	1	0	0	4	1	0	1	61	1	1	0	2	0	3	1	4	1	0	843	3	236	470
ENSG00000233008	1139	617	614	2790	51	326	142	2266	436	245	22	431	248	3157	2288.5	2498	3259	1292	897	1336	647	56	2305	827	1663	4951.713488	854	540
ENSG00000233013	20	1030	162	1102	1100	740	718	1554	463	241	636	77	190	1278	78	1185	1059	255	190	266	1180	39	428	1028	23	821	43	1074
ENSG00000233047	1572	948	1270	1960	933	1019	2227	1905	1661	2009	1015	411	1849	1401	918	1470	1995	1221	762	3178	4226	1644	1817	794	2468	1721	1087	110
ENSG00000233048	1854	828	375	771	1011	681	1177	1061	322	714	1196	219	291	1829	1302	1035	430	1111	294	1231	3127	964	959	772	2189	6012	808	383
ENSG00000233056	603	638	651	583	808	100	831	227	239	585	123	12	428	784	276	224	707	702	55	921	1120	783	1460	499	915.1335516	422	312	818
ENSG00000233060	183	17	246	760	16	28	597	570	271	554	329	1211	32	378	466	477	319	606	253	953	21	37	1225	168	283	667	191	251
ENSG00000233064	269	529	10	347	18	359	625	12	101	256	116	12	11	167	17	373	10	4	3	1493	6	3	4	341	356	318	137	166
ENSG00000233067	24312	17558	21813	32244	44765	21759	29905	31331	21012	27379	20318	32853	30170	50569.45708	27241	34398	32879	28132	8224	29075	43183	56304	34968	17555	35781	41676.51226	19147.33333	13673
ENSG00000233068	1	0	0	59	2	2	0	0	1	0	0	3	1	45	3	2	159	0	0	1	2	4	1	7	4	116	0	0
ENSG00000233077	1	194	194	113	1	5	52	46	195	4	3	346	7	28	2	8	128	49	3	296	18	23	5	2	37	25	3	2
ENSG00000233079	1	2	1	2	3	6	7	433	0	98	3	5	5	36	5	2	4	5	0	309	461	12	10	0	3	13	1	3
ENSG00000233080	1339	2339	1668	3781	3433	1437	5458	2435	856	4135	1670	2082	2843	5973	4097	1410	4145	2858	1644	4468	4186	2982	2375	1381	3020	5436	3309	1511
ENSG00000233081	0	1	0	0	559	3	2	7	54	1	1	0	0	1	120	5	13	271	6	0	0	1	3	1	83	29	149	0
ENSG00000233082	57	111	986	582	784	617	550	719	14	2022	808	48	213	424	1719	61	1301	220	942	896	2148	37	634	1422	21	592	1249	7
ENSG00000233085	1	3	7	1	1	0	0	0	0	259	4	1	1	3	0	0	2	1	1	1	2	1	3	1	1	0	1	0
ENSG00000233086	4	532	53	20234	433	210	513	98	480	1504.5	467	1322	469	1403.5	49	445	336	300	128	224	228	14	646	346	1001	19953	652	5
ENSG00000233096	0	0	0	0	2	0	0	0	1	280	2	5	1	0	2	0	1	0	0	276	1	0	1	153	2	3	0	0
ENSG00000233103	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000233117	85	18	657	825	32	204	656	837	261	768	277	42	24	622	498	699	822	710	78	566	2014	554	752	182	332	688	415	95
ENSG00000233123	470	202	67	18	38	260	731	508	175	27	322	32	435	150	89	500	327	981	253	1559	616	1629	35	799	30	282	252	681
ENSG00000233124	10	181	444	306	38	25	259	452	490	40	268	12	5	191	557	690	170	22	17	568	41	17	14	874	557	462	351	11
ENSG00000233128	14	467	403	564	1055	347	870	771	294	461	130	1113	251	886	297	591	1012	242	162	652	1131	48	42	220	211	1038	120	105
ENSG00000233143	2093	1774.5	1266.5	2056	6141	1968	2642	2811	875	3271	1215	1378	1060	5098	1483	1939	2778	3558	318	2416	3810	5456	2960	1266	2780	3704	2122	908
ENSG00000233145	0	0	0	0	2	0	0	0	0	0	0	0	1	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233154	614	195	460	595	1445	18	252	1055	422	325	195	403	1155.5	486	1712	36	2983	1301	198	321	403	612	13	39	2351	1074	14	5
ENSG00000233179	0	4	179	4	7	3	7	6	1	3	172	1	0	26	37	5	0	19	1	1	3	3	3	5	3	172	1	2
ENSG00000233183	248	265	158	420	983	627	634	269	642	39	378	501	61	435	42	713	633	1517	214	736	1238	38	724	273	279	443	580	394
ENSG00000233193	0	103	11	69	11	3	14	4	3	4	3	274	5	102	1	12	10	8	0	3	8	21	1044	1	42	79	2	1
ENSG00000233200	3	4	62	572	765	4	183	223	115	5	78	6	10	497	36	351	53	10	2	5	658	6	7	5	8	380	3	3
ENSG00000233208	421	395	140	96	373	520	164	225	507	228	120	709	215	109	370	18	576	159	104	221	955	2917	38	6	11	575	14	8
ENSG00000233214	0	3	0	94	3	1	3	5	0	2	2	0	3	183	8	12	1	1	0	5	9	4	0	1	6	143	65	3
ENSG00000233215	1232	1156	1655	2706	2890	1348	565	2147	882	842	1638	2799	1806	3504	1198	1673	1911	426	540	1358	5269	1396	3084	1496	371	1460	910	985
ENSG00000233219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233220	8	8	649	324	659	145	1205	504	350	1168	122	6	16	105	918	2100	1026	4	50	706	436	28	699	1716	6	10	609	131
ENSG00000233234	0	135	0	2	3	0	0	267	2	0	1	0	2	1	5	1.5	0	4	2	76	1	2	0	1	16	1	201	3
ENSG00000233236	0	9	4	545	5	9	190	220	6	349	121	4	10	46	1	13	84	178	3	317	95	8	6	197	1	307	3	4
ENSG00000233237	1725	1525	1495	11270	5097	1735	2027	1753	818	2302	1835	2506	2059	4093.27724	879	1127	2742	1641	726	2373	3057	3304	1438	562	1600	7813	705	2368
ENSG00000233258	0	1	0	0	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000233277	0	0	0	71	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0
ENSG00000233288	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0
ENSG00000233290	0	0	0	0	3	0	0	0	0	2	1	2	1	13	1	2	1	0	0	1	4	0	0	0	0	0	1	86
ENSG00000233304	4	371	162	8	16	884	11	515	17	713	1	9	297	238	12	515	14	6	2	221	11	8	7	8	14	477	3	87
ENSG00000233321	399.5	14	196	1640.5	29	324	8057	550	2059	458	5	362	133	1266	28	1133	91	14	7	18	53	35	13	31	12	3123	12	8
ENSG00000233336	0	0	0	0	0	0	176	0	0	3	0	0	0	0	0	1	0	0	1	1	532	0	0	0	0	0	0	0
ENSG00000233342	0	0	2	0	2	0	0	1	3	2	0	14	1	4	7	3	18	82	7	2	5	4	0	12	24	21	189	0
ENSG00000233349	2	0	1	0	0	1	0	0	0	0	46	3	0	0	1	1	2	64	39	0	0	2	1	0	0	2	0	0
ENSG00000233354	3	0	154	63	9	4	152	4	135	9	1	9	14	75	205	373	5	5	34	5	12	14	564	211	27	108	9	8
ENSG00000233358	0	0	0	1	0	1	123	0	0	0	0	323	0	8	0	1	1	0	0	0	1	0	1	0	1	0	0	0
ENSG00000233359	1359	1247	1510	4444	1715	1485	1427	1425	732	1685	587	196	1271	3403	1853	2150	1339	481	516	2298	1585	1320	2980	1255	1382	2918	1078	402
ENSG00000233365	13	250	14	265	23	148	22	26	9	604	10	18	17	919	25	29	592	239	132	323	19	100	15	8	19	3047	8	9
ENSG00000233372	0	0	0	0	1	0	2	179	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000233379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000233387	539	1168	1064	552	1867	1380.5	802	2323	662	738	6	504	8	1902	709	1951	1511	61.5	171	23	616	1187	16	17	499	924	722	679
ENSG00000233393	163	117	5	78	12	5	19	11	105	256	210	73	24	230	274	420	725	98	91	13	16	10	16	7	423	62	3	6
ENSG00000233395	375	305	6	244	16	9	422	19	17	461	118	1042	58	549	18	13	270	8	6	278	36	939	7	329	9	306	8	14
ENSG00000233396	310	243	13	986	1401	267	215	217	231	611	318	552	1301	352	86	2089	749	557	89	358	504	2382	365	220	515	3669	222	155
ENSG00000233397	2	0	1	4	3	0	1	5	1	0	1	1	2	168	57	7	2	392	1	3	1	4	10	2	5	2	2	2
ENSG00000233399	1	2	3	2	6	1	1	1	0	435	102	0	10	415	11	4	8	5	1	1	4	10	3	3	51	105	1	5
ENSG00000233403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	1	0	0	0	1	0
ENSG00000233405	0	0	0	1	3	1	0	3	0	2	0	1	0	0	1	2	5	0	1	0	0	2	3	0	0	8	2	2
ENSG00000233410	5	154	9	152	12	558	38	434	133	208	172	4	8	1050	487	11	307	366	10	8	621	12	434	13	65	615	7	4
